,Affiliation,Year,Cpu,Cores,Nodes,Memory,Nets,Linpack,Peak,GRPperCapita,Num of Systems,Q1,Q2,Q3,Q4,Top10
227,МИСиС,2017,Cpu: 2,Cores: 4,Nodes: 2,Memory: 3,Nets: 3,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 2,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 2
228,МФТИ,2017,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
229,ННГУ,2017,Cpu: 2,Cores: 2,Nodes: 2,Memory: 2,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
230,СПбГПУ,2017,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 1
231,Сколтех,2017,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 3,Peak: 3,GRPperCapita: 1,Num of Systems: 2,Q1: 2,Q2: 3,Q3: 3,Q4: 4,Top10: 2
232,ТГУ,2017,Cpu: 2,Cores: 2,Nodes: 1,Memory: 1,Nets: 4,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
233,ЮУрГУ,2017,Cpu: 1,Cores: 1,Nodes: 2,Memory: 2,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 2,Q3: 2,Q4: 3,Top10: 3
234,ИВМиМГ СО РАН,2018,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 2,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 3,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
235,ИДСТУ СО РАН,2018,Cpu: 3,Cores: 4,Nodes: 3,Memory: 3,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 4,Num of Systems: 3,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
236,ИММ УРО РАН,2018,Cpu: 4,Cores: 3,Nodes: 4,Memory: 4,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 3,Num of Systems: 3,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
237,ИПА РАН,2018,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 3,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 3,Q1: 4,Q2: 4,Q3: 4,Q4: 4,Top10: 4
238,Курчатовский институт,2018,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 1,Q3: 2,Q4: 2,Top10: 2
239,ЛИТ ОИЯИ,2018,Cpu: 3,Cores: 3,Nodes: 3,Memory: 2,Nets: 1,Linpack: 2,Peak: 2,GRPperCapita: 3,Num of Systems: 1,Q1: 1,Q2: 2,Q3: 2,Q4: 1,Top10: 1
240,МГУ,2018,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 3,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
241,МФТИ,2018,Cpu: 2,Cores: 3,Nodes: 2,Memory: 2,Nets: 1,Linpack: 3,Peak: 3,GRPperCapita: 2,Num of Systems: 1,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
242,ННГУ,2018,Cpu: 2,Cores: 2,Nodes: 2,Memory: 3,Nets: 4,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 3,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
243,ОИВТ РАН,2018,Cpu: 4,Cores: 4,Nodes: 4,Memory: 4,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 1,Num of Systems: 3,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
244,СПбГПУ,2018,Cpu: 1,Cores: 1,Nodes: 1,Memory: 1,Nets: 2,Linpack: 1,Peak: 1,GRPperCapita: 2,Num of Systems: 1,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2
245,Сколтех,2018,Cpu: 3,Cores: 2,Nodes: 3,Memory: 2,Nets: 1,Linpack: 1,Peak: 1,GRPperCapita: 1,Num of Systems: 1,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
246,ТГУ,2018,Cpu: 2,Cores: 2,Nodes: 1,Memory: 1,Nets: 4,Linpack: 4,Peak: 4,GRPperCapita: 3,Num of Systems: 3,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1
247,ЮУрГУ,2018,Cpu: 1,Cores: 1,Nodes: 2,Memory: 3,Nets: 2,Linpack: 2,Peak: 2,GRPperCapita: 4,Num of Systems: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
